0,-3.98632e-01,1.19270e+02,1.18019e+02,1.10974e+02,1.15452e+02,1.15132e+02,1.47862e+02,9.68493e+01,1.14234e+02,9.98846e+01,1.08353e+02,1.26832e+02
100,-3.98632e-01,1.09420e+02,1.13496e+02,1.06131e+02,1.10520e+02,1.10464e+02,1.43008e+02,9.19199e+01,1.09654e+02,9.53040e+01,1.03776e+02,1.21838e+02
200,-3.98632e-01,1.08954e+02,1.13281e+02,1.05968e+02,1.10407e+02,1.10318e+02,1.42818e+02,9.17115e+01,1.09442e+02,9.50954e+01,1.03628e+02,1.21616e+02
300,-3.98632e-01,1.08997e+02,1.13307e+02,1.05947e+02,1.10422e+02,1.10334e+02,1.42832e+02,9.17134e+01,1.09422e+02,9.51248e+01,1.03625e+02,1.21635e+02
400,-3.98632e-01,1.08974e+02,1.13282e+02,1.05981e+02,1.10419e+02,1.10312e+02,1.42829e+02,9.17202e+01,1.09406e+02,9.50860e+01,1.03640e+02,1.21639e+02
500,-3.98632e-01,1.09054e+02,1.13328e+02,1.05944e+02,1.10433e+02,1.10303e+02,1.42798e+02,9.17405e+01,1.09434e+02,9.51127e+01,1.03607e+02,1.21639e+02
600,-3.98632e-01,1.08945e+02,1.13280e+02,1.06008e+02,1.10450e+02,1.10316e+02,1.42790e+02,9.17439e+01,1.09399e+02,9.51150e+01,1.03636e+02,1.21650e+02
700,-3.98632e-01,1.08967e+02,1.13297e+02,1.05982e+02,1.10399e+02,1.10337e+02,1.42814e+02,9.17178e+01,1.09405e+02,9.51547e+01,1.03636e+02,1.21648e+02
800,-3.98632e-01,1.08983e+02,1.13293e+02,1.06001e+02,1.10433e+02,1.10301e+02,1.42793e+02,9.17465e+01,1.09403e+02,9.51364e+01,1.03630e+02,1.21665e+02
900,-3.98632e-01,1.08958e+02,1.13279e+02,1.05962e+02,1.10449e+02,1.10322e+02,1.42788e+02,9.17149e+01,1.09424e+02,9.51144e+01,1.03621e+02,1.21634e+02
1000,-3.98632e-01,1.08938e+02,1.13291e+02,1.05983e+02,1.10435e+02,1.10322e+02,1.42814e+02,9.17297e+01,1.09408e+02,9.50872e+01,1.03608e+02,1.21638e+02
1100,-3.98632e-01,1.08920e+02,1.13254e+02,1.05984e+02,1.10375e+02,1.10311e+02,1.42818e+02,9.17288e+01,1.09420e+02,9.50932e+01,1.03600e+02,1.21637e+02
1200,-3.98632e-01,1.08977e+02,1.13286e+02,1.05963e+02,1.10420e+02,1.10316e+02,1.42804e+02,9.17218e+01,1.09405e+02,9.51078e+01,1.03605e+02,1.21667e+02
1300,-3.98632e-01,1.08970e+02,1.13297e+02,1.05969e+02,1.10402e+02,1.10312e+02,1.42796e+02,9.17008e+01,1.09436e+02,9.50789e+01,1.03655e+02,1.21637e+02
1400,-3.98632e-01,1.08942e+02,1.13272e+02,1.05973e+02,1.10441e+02,1.10307e+02,1.42815e+02,9.17224e+01,1.09408e+02,9.51196e+01,1.03618e+02,1.21659e+02
1500,-3.98632e-01,1.08976e+02,1.13286e+02,1.05968e+02,1.10434e+02,1.10317e+02,1.42796e+02,9.17062e+01,1.09432e+02,9.51077e+01,1.03617e+02,1.21653e+02
1600,-3.98632e-01,1.08943e+02,1.13271e+02,1.05987e+02,1.10445e+02,1.10316e+02,1.42791e+02,9.17368e+01,1.09409e+02,9.51222e+01,1.03629e+02,1.21644e+02
1700,-3.98632e-01,1.08937e+02,1.13270e+02,1.05995e+02,1.10415e+02,1.10318e+02,1.42809e+02,9.17226e+01,1.09429e+02,9.51094e+01,1.03629e+02,1.21615e+02
1800,-3.98632e-01,1.08948e+02,1.13284e+02,1.05970e+02,1.10430e+02,1.10303e+02,1.42795e+02,9.17222e+01,1.09440e+02,9.50913e+01,1.03601e+02,1.21608e+02
1900,-3.98632e-01,1.08938e+02,1.13270e+02,1.05946e+02,1.10409e+02,1.10303e+02,1.42803e+02,9.17252e+01,1.09421e+02,9.51122e+01,1.03609e+02,1.21626e+02
2000,-3.98632e-01,1.09014e+02,1.13302e+02,1.05972e+02,1.10414e+02,1.10330e+02,1.42803e+02,9.17279e+01,1.09423e+02,9.50932e+01,1.03610e+02,1.21671e+02
2100,-3.98632e-01,1.08908e+02,1.13260e+02,1.05946e+02,1.10455e+02,1.10309e+02,1.42801e+02,9.17236e+01,1.09426e+02,9.50963e+01,1.03610e+02,1.21633e+02
2200,-3.98632e-01,1.08973e+02,1.13286e+02,1.05990e+02,1.10427e+02,1.10323e+02,1.42839e+02,9.17419e+01,1.09426e+02,9.51236e+01,1.03616e+02,1.21664e+02
2300,-3.98632e-01,1.08973e+02,1.13281e+02,1.05990e+02,1.10413e+02,1.10326e+02,1.42802e+02,9.17227e+01,1.09412e+02,9.51275e+01,1.03613e+02,1.21637e+02
2400,-3.98632e-01,1.08908e+02,1.13272e+02,1.05985e+02,1.10432e+02,1.10337e+02,1.42809e+02,9.17344e+01,1.09399e+02,9.51125e+01,1.03593e+02,1.21616e+02
2500,-3.98632e-01,1.08950e+02,1.13280e+02,1.05992e+02,1.10430e+02,1.10360e+02,1.42761e+02,9.17506e+01,1.09384e+02,9.51089e+01,1.03593e+02,1.21647e+02
2600,-3.98632e-01,1.08996e+02,1.13304e+02,1.05964e+02,1.10436e+02,1.10318e+02,1.42821e+02,9.17301e+01,1.09405e+02,9.50807e+01,1.03615e+02,1.21624e+02
2700,-3.98632e-01,1.08963e+02,1.13283e+02,1.05974e+02,1.10419e+02,1.10303e+02,1.42797e+02,9.17306e+01,1.09422e+02,9.51089e+01,1.03605e+02,1.21621e+02
2800,-3.98632e-01,1.08928e+02,1.13264e+02,1.05969e+02,1.10430e+02,1.10353e+02,1.42793e+02,9.17029e+01,1.09462e+02,9.51287e+01,1.03628e+02,1.21609e+02
2900,-3.98632e-01,1.08950e+02,1.13287e+02,1.05952e+02,1.10420e+02,1.10317e+02,1.42801e+02,9.17049e+01,1.09430e+02,9.51253e+01,1.03624e+02,1.21611e+02
3000,-3.98632e-01,1.08951e+02,1.13269e+02,1.05959e+02,1.10432e+02,1.10303e+02,1.42831e+02,9.17277e+01,1.09435e+02,9.51207e+01,1.03622e+02,1.21631e+02
3100,-3.98632e-01,1.08999e+02,1.13297e+02,1.06000e+02,1.10411e+02,1.10334e+02,1.42789e+02,9.17272e+01,1.09433e+02,9.50931e+01,1.03634e+02,1.21664e+02
3200,-3.98632e-01,1.09015e+02,1.13338e+02,1.05990e+02,1.10427e+02,1.10327e+02,1.42806e+02,9.17200e+01,1.09421e+02,9.51288e+01,1.03601e+02,1.21651e+02
3300,-3.98632e-01,1.08944e+02,1.13280e+02,1.05999e+02,1.10425e+02,1.10309e+02,1.42779e+02,9.17353e+01,1.09429e+02,9.51293e+01,1.03622e+02,1.21637e+02
3400,-3.98632e-01,1.08964e+02,1.13274e+02,1.05975e+02,1.10399e+02,1.10344e+02,1.42770e+02,9.17308e+01,1.09392e+02,9.51228e+01,1.03594e+02,1.21669e+02
3500,-3.98632e-01,1.08980e+02,1.13300e+02,1.05975e+02,1.10429e+02,1.10326e+02,1.42785e+02,9.17224e+01,1.09425e+02,9.51213e+01,1.03617e+02,1.21639e+02
3600,-3.98632e-01,1.08947e+02,1.13296e+02,1.05989e+02,1.10411e+02,1.10340e+02,1.42791e+02,9.17168e+01,1.09417e+02,9.51251e+01,1.03624e+02,1.21642e+02
3700,-3.98632e-01,1.09001e+02,1.13307e+02,1.05967e+02,1.10414e+02,1.10312e+02,1.42794e+02,9.17068e+01,1.09412e+02,9.51016e+01,1.03611e+02,1.21628e+02
3800,-3.98632e-01,1.08938e+02,1.13292e+02,1.05999e+02,1.10428e+02,1.10316e+02,1.42768e+02,9.17154e+01,1.09402e+02,9.51160e+01,1.03623e+02,1.21641e+02
3900,-3.98632e-01,1.09009e+02,1.13294e+02,1.05967e+02,1.10445e+02,1.10308e+02,1.42808e+02,9.17321e+01,1.09408e+02,9.51061e+01,1.03625e+02,1.21658e+02
4000,-3.98632e-01,1.08932e+02,1.13274e+02,1.05986e+02,1.10437e+02,1.10313e+02,1.42785e+02,9.17011e+01,1.09399e+02,9.51007e+01,1.03599e+02,1.21652e+02
4100,-3.98632e-01,1.08970e+02,1.13297e+02,1.05980e+02,1.10405e+02,1.10294e+02,1.42800e+02,9.17204e+01,1.09396e+02,9.51402e+01,1.03631e+02,1.21659e+02
4200,-3.98632e-01,1.08989e+02,1.13294e+02,1.05964e+02,1.10388e+02,1.10351e+02,1.42797e+02,9.17348e+01,1.09416e+02,9.50984e+01,1.03637e+02,1.21647e+02
4300,-3.98632e-01,1.08944e+02,1.13287e+02,1.05961e+02,1.10398e+02,1.10322e+02,1.42780e+02,9.16633e+01,1.09402e+02,9.50977e+01,1.03627e+02,1.21634e+02
4400,-3.98632e-01,1.08947e+02,1.13274e+02,1.05969e+02,1.10434e+02,1.10274e+02,1.42785e+02,9.17024e+01,1.09454e+02,9.51461e+01,1.03610e+02,1.21647e+02
4500,-3.98632e-01,1.08886e+02,1.13252e+02,1.05973e+02,1.10413e+02,1.10303e+02,1.42789e+02,9.17316e+01,1.09407e+02,9.51228e+01,1.03609e+02,1.21636e+02
4600,-3.98632e-01,1.08955e+02,1.13286e+02,1.05957e+02,1.10402e+02,1.10326e+02,1.42776e+02,9.17192e+01,1.09454e+02,9.51005e+01,1.03613e+02,1.21636e+02
4700,-3.98632e-01,1.08964e+02,1.13287e+02,1.05989e+02,1.10430e+02,1.10322e+02,1.42787e+02,9.17197e+01,1.09417e+02,9.51075e+01,1.03612e+02,1.21638e+02
4800,-3.98632e-01,1.08972e+02,1.13298e+02,1.05954e+02,1.10432e+02,1.10316e+02,1.42805e+02,9.17408e+01,1.09418e+02,9.51265e+01,1.03629e+02,1.21606e+02
4900,-3.98632e-01,1.08940e+02,1.13278e+02,1.05979e+02,1.10393e+02,1.10325e+02,1.42801e+02,9.17086e+01,1.09420e+02,9.51167e+01,1.03613e+02,1.21581e+02
5000,-3.98632e-01,1.08975e+02,1.13283e+02,1.05964e+02,1.10412e+02,1.10316e+02,1.42827e+02,9.16989e+01,1.09403e+02,9.51143e+01,1.03613e+02,1.21632e+02
