0,6.16754e-01,9.08357e+00,9.59520e-02,2.53593e+00,2.64487e+00,2.58370e+00,2.61333e+00,2.59630e+00,2.56494e+00,2.60791e+00,2.62840e+00,2.63295e+00,2.58318e+00
100,6.16754e-01,8.34116e+00,3.42978e-01,2.47678e+00,2.47159e+00,2.41246e+00,2.46944e+00,2.53670e+00,2.52483e+00,2.52440e+00,2.53864e+00,2.53640e+00,2.45424e+00
200,6.16754e-01,8.23314e+00,6.82876e-01,2.45952e+00,2.44676e+00,2.41164e+00,2.43880e+00,2.50100e+00,2.48690e+00,2.50000e+00,2.52241e+00,2.53157e+00,2.43688e+00
300,6.16754e-01,8.19477e+00,9.24962e-01,2.45184e+00,2.43728e+00,2.40864e+00,2.43036e+00,2.47190e+00,2.46707e+00,2.48901e+00,2.50774e+00,2.52449e+00,2.43261e+00
400,6.16754e-01,8.18107e+00,1.19161e+00,2.44669e+00,2.44022e+00,2.40686e+00,2.42456e+00,2.45821e+00,2.46010e+00,2.47944e+00,2.49619e+00,2.50325e+00,2.43538e+00
500,6.16754e-01,8.15249e+00,1.05685e+00,2.44353e+00,2.43610e+00,2.40586e+00,2.42644e+00,2.45383e+00,2.45640e+00,2.47245e+00,2.48254e+00,2.50119e+00,2.43081e+00
600,6.16754e-01,8.15283e+00,1.34062e+00,2.44112e+00,2.42195e+00,2.40272e+00,2.42589e+00,2.44807e+00,2.44637e+00,2.47036e+00,2.47778e+00,2.49409e+00,2.42857e+00
700,6.16754e-01,8.15305e+00,1.07948e+00,2.43949e+00,2.41860e+00,2.40307e+00,2.42301e+00,2.44990e+00,2.44827e+00,2.47831e+00,2.46759e+00,2.49606e+00,2.43120e+00
800,6.16754e-01,8.14958e+00,1.57140e+00,2.44230e+00,2.41864e+00,2.40329e+00,2.42621e+00,2.44590e+00,2.44827e+00,2.47207e+00,2.46937e+00,2.49237e+00,2.42933e+00
900,6.16754e-01,8.16971e+00,1.10950e+00,2.43988e+00,2.41709e+00,2.40303e+00,2.42837e+00,2.44411e+00,2.44230e+00,2.47297e+00,2.46962e+00,2.49960e+00,2.41892e+00
1000,6.16754e-01,8.17157e+00,9.43220e-01,2.44635e+00,2.41674e+00,2.40437e+00,2.42706e+00,2.44651e+00,2.44035e+00,2.46918e+00,2.46919e+00,2.50262e+00,2.41602e+00
1100,6.16754e-01,8.16189e+00,1.17549e+00,2.44486e+00,2.41946e+00,2.40299e+00,2.43099e+00,2.44630e+00,2.44246e+00,2.45663e+00,2.47590e+00,2.50010e+00,2.41297e+00
1200,6.16754e-01,8.15898e+00,1.27602e+00,2.44473e+00,2.41848e+00,2.39941e+00,2.42590e+00,2.44824e+00,2.44462e+00,2.45739e+00,2.47364e+00,2.50501e+00,2.41085e+00
1300,6.16754e-01,8.15324e+00,1.18777e+00,2.44413e+00,2.41853e+00,2.40282e+00,2.42433e+00,2.44366e+00,2.44234e+00,2.45566e+00,2.46346e+00,2.50224e+00,2.40933e+00
1400,6.16754e-01,8.15098e+00,1.42163e+00,2.44290e+00,2.41638e+00,2.40166e+00,2.42895e+00,2.44644e+00,2.44989e+00,2.45545e+00,2.47256e+00,2.50104e+00,2.40683e+00
1500,6.16754e-01,8.14764e+00,1.09699e+00,2.44566e+00,2.42889e+00,2.40303e+00,2.42757e+00,2.44191e+00,2.44552e+00,2.45544e+00,2.46957e+00,2.50154e+00,2.40962e+00
1600,6.16754e-01,8.14581e+00,1.21152e+00,2.44421e+00,2.42876e+00,2.40321e+00,2.42277e+00,2.44531e+00,2.44005e+00,2.45492e+00,2.47450e+00,2.48730e+00,2.40615e+00
1700,6.16754e-01,8.13931e+00,1.20626e+00,2.44716e+00,2.42389e+00,2.40571e+00,2.42305e+00,2.44167e+00,2.43872e+00,2.45833e+00,2.48193e+00,2.48341e+00,2.40329e+00
1800,6.16754e-01,8.15249e+00,1.39083e+00,2.44996e+00,2.42235e+00,2.40232e+00,2.42427e+00,2.44114e+00,2.44172e+00,2.45979e+00,2.46955e+00,2.48937e+00,2.40302e+00
1900,6.16754e-01,8.14503e+00,1.39722e+00,2.44492e+00,2.42003e+00,2.40156e+00,2.42444e+00,2.44193e+00,2.44058e+00,2.45494e+00,2.47275e+00,2.49748e+00,2.40127e+00
2000,6.16754e-01,8.14891e+00,1.22143e+00,2.45164e+00,2.41849e+00,2.40335e+00,2.42197e+00,2.44152e+00,2.43547e+00,2.45455e+00,2.47523e+00,2.47791e+00,2.40074e+00
